,Title,Views,Date,Likes,Duration,Commments,Link
680,Top 5 Upcoming Tech! (Mid 2015),"1,024,465 views","Jul 3, 2015","33,580 likes",0:20,"2,333",youtube.com/watch?v=5Nnu5Vdhwfs
681,MAINGEAR Shift Supercomputer: Part 1!,"1,068,686 views","Jun 30, 2015","37,075 likes",0:20,"4,683",youtube.com/watch?v=9sTVbeq21dI
682,Material Design for Samsung Galaxy S6!,"820,912 views","Jun 25, 2015","31,222 likes",0:20,"1,514",youtube.com/watch?v=GkqI_2Fp9ok
683,Open Back Headphones: Explained!,"1,337,938 views","Jun 24, 2015","38,528 likes",0:20,"2,070",youtube.com/watch?v=6RskGkGYtgg
684,Top 5 Smartphones Under $300! (2015),"2,818,384 views","Jun 16, 2015","45,255 likes",0:20,"3,873",youtube.com/watch?v=g0n2zT9xBdM
685,2015 Macbook Review!,"2,341,695 views","Jun 11, 2015","43,090 likes",0:20,"4,839",youtube.com/watch?v=TA8JprZlDYA
686,Iron Man Edition Samsung Galaxy S6 Edge!,"2,037,763 views","Jun 5, 2015","94,709 likes",0:20,"177,679",youtube.com/watch?v=VgmyVHYV1mE
687,HTC One M9+ (& S6 Plus!),"1,109,388 views","Jun 3, 2015","20,345 likes",0:20,"1,316",youtube.com/watch?v=UrzhzCA1NUw
688,Top 5 Android Marshmallow Features!,"2,227,577 views","May 29, 2015","50,246 likes",0:20,"8,027",youtube.com/watch?v=XZvqQ4xK1R8
689,10 Apple Watch Questions: Answered!,"1,637,163 views","May 27, 2015","37,460 likes",0:20,"1,510",youtube.com/watch?v=N3NPXB3eiPY
690,LG G4 Review!,"3,035,483 views","May 23, 2015","65,795 likes",0:20,"5,290",youtube.com/watch?v=VTUDzrIgZlI
691,YouTube Processing: Explained!,"1,073,680 views","May 18, 2015","43,330 likes",0:20,"2,588",youtube.com/watch?v=4CJvasYJP6o
692,Apple Watch Review!,"2,456,834 views","May 14, 2015","44,796 likes",0:20,"4,147",youtube.com/watch?v=dPL1-8ypnEs
693,Five (More) Facts About Me! (Graduation!),"1,299,449 views","May 11, 2015","77,463 likes",0:20,"6,294",youtube.com/watch?v=Qfd8nck5cP4
694,Samsung Galaxy S6 Edge Review!,"5,638,557 views","May 3, 2015","60,810 likes",0:20,"4,546",youtube.com/watch?v=Ws9KAQS02Yo
695,LG G4 Impressions!,"1,228,290 views","Apr 28, 2015","28,513 likes",0:20,"3,380",youtube.com/watch?v=lpwa5iYOjU8
696,Chromebook Pixel 2 Review!,"1,324,990 views","Apr 24, 2015","39,238 likes",0:20,"2,493",youtube.com/watch?v=WjUebpBA2AE
697,Samsung Galaxy S6 Review!,"5,677,471 views","Apr 21, 2015","100,562 likes",0:20,"8,612",youtube.com/watch?v=Mhvv2-iCKao
698,Ask MKBHD V4!,"637,688 views","Apr 15, 2015","21,537 likes",0:20,"1,713",youtube.com/watch?v=4Q6kdHSWNZM
699,HTC One M9 Review!,"1,990,460 views","Apr 8, 2015","43,709 likes",0:20,"3,558",youtube.com/watch?v=5x6DELO6Sz4
700,Oxygen OS on the OnePlus One!,"1,183,337 views","Apr 4, 2015","25,660 likes",0:20,"1,605",youtube.com/watch?v=sBO5RKq8PXc
701,Logitech MX Master Review!,"1,872,011 views","Mar 31, 2015","33,933 likes",0:20,"2,177",youtube.com/watch?v=JDJDeuJbiKc
702,Virtual Reality: Explained!,"1,561,448 views","Mar 27, 2015","31,352 likes",0:20,"1,819",youtube.com/watch?v=i4Zt3JZejbg
703,Giveaway: Samsung Galaxy S6 or HTC One M9! [Closed],"772,962 views","Mar 23, 2015","104,818 likes",0:20,Turned off,youtube.com/watch?v=8syPkiANwYk
704,USB Type-C: Explained!,"4,741,640 views","Mar 12, 2015","84,259 likes",0:20,"4,905",youtube.com/watch?v=ZrZISyPucMg
705,The New Macbook Impressions!,"2,766,886 views","Mar 9, 2015","41,806 likes",0:20,"7,774",youtube.com/watch?v=GttoIyB_lEQ
706,Dot View 2 Case for HTC One M9!,"1,051,535 views","Mar 6, 2015","21,455 likes",0:20,"1,317",youtube.com/watch?v=2ircZoqveuA
707,HTC One M9 Impressions!,"1,136,744 views","Mar 2, 2015","24,644 likes",0:20,"2,357",youtube.com/watch?v=QXF3tUfvuLU
708,Samsung Galaxy S6 Impressions!,"1,570,384 views","Mar 1, 2015","32,748 likes",0:20,"4,343",youtube.com/watch?v=TtLHiiXyERA
709,Samsung Galaxy S6 Edge Impressions!,"1,697,946 views","Mar 1, 2015","28,612 likes",0:20,"2,399",youtube.com/watch?v=KrxrzzTUPD8
710,OnePlus One & Cyanogenmod 12!,"1,090,717 views","Feb 24, 2015","25,266 likes",0:20,"1,588",youtube.com/watch?v=UUBDiUy2824
711,Audio Technica ATH-M70X Review!,"2,002,265 views","Feb 17, 2015","34,275 likes",0:20,"2,674",youtube.com/watch?v=3yoAj-PRsZ0
712,Dell Venue 8 7000 Review!,"832,302 views","Feb 13, 2015","25,123 likes",0:20,"1,372",youtube.com/watch?v=KG9E5LaI8bk
713,Exploring Drones with Deadmau5!,"854,882 views","Feb 10, 2015","31,314 likes",0:20,"1,856",youtube.com/watch?v=UJ9Lbao6j-c
714,Fun with the BMW i8!,"2,846,366 views","Feb 1, 2015","47,269 likes",3:42,"3,415",youtube.com/watch?v=nnODX_VEp2c
715,The State of 4K: Early 2015!,"755,250 views","Jan 26, 2015","24,297 likes",0:20,"3,926",youtube.com/watch?v=aJinPXrOZYk
716,HTC One M9: What to Expect!,"854,280 views","Jan 24, 2015","22,470 likes",0:20,"2,866",youtube.com/watch?v=7hXjxLrDf5I
717,What's on my Android! (Early 2015),"1,056,249 views","Jan 19, 2015","25,826 likes",0:20,"2,478",youtube.com/watch?v=9nTJlmsa_Bo
718,CES 2015 Highlights!,"493,014 views","Jan 14, 2015","15,891 likes",0:20,781,youtube.com/watch?v=t8eKwFESN8s
719,BMW Tech at CES 2015!,"1,181,423 views","Jan 11, 2015","23,967 likes",0:20,"1,210",youtube.com/watch?v=_z9q096Lhj0
720,Quantum Dot TVs: Explained!,"1,036,999 views","Jan 8, 2015","28,384 likes",0:20,"1,101",youtube.com/watch?v=dIfLmM0YkXM
721,MKBHD Update 10.4: 2015!,"705,429 views","Jan 1, 2015","29,541 likes",0:20,"1,789",youtube.com/watch?v=arlvHJnfFKI
722,Motorola Droid Turbo Review!,"1,163,744 views","Dec 23, 2014","32,975 likes",0:20,"2,188",youtube.com/watch?v=26C_O6hDMjQ
723,Best Tech under $50!,"2,825,813 views","Dec 17, 2014","59,173 likes",0:20,"2,436",youtube.com/watch?v=CjYPLWcgAOE
724,Top 5 Wearable Tech! (Late 2014),"938,632 views","Dec 14, 2014","21,332 likes",0:20,"1,828",youtube.com/watch?v=Zh2wtbNrlyw
725,Smartphone Awards: 2014!,"2,824,929 views","Dec 7, 2014","68,813 likes",0:20,"9,177",youtube.com/watch?v=f6pPIG3EvAs
726,Google Nexus 9 Review!,"1,278,879 views","Dec 1, 2014","28,018 likes",0:20,"2,749",youtube.com/watch?v=vE-P7zzCCsU
727,MKBHD Update 10.3!,"663,805 views","Nov 20, 2014","24,739 likes",0:20,"3,873",youtube.com/watch?v=aEDJkbSJKP0
728,Google Nexus 6 Review!,"2,827,853 views","Nov 15, 2014","48,625 likes",0:20,"5,222",youtube.com/watch?v=RoAPTdvgAJg
729,The Dream Smartphone! (2014),"1,644,715 views","Nov 12, 2014","63,935 likes",0:20,"7,316",youtube.com/watch?v=lMGggUDolRI
730,Apple iPad Air 2 Review!,"2,482,626 views","Nov 11, 2014","32,396 likes",0:20,"3,355",youtube.com/watch?v=DqVPbEcWtA0
731,Google Nexus 9 Unboxing + Hands On!,"587,506 views","Nov 5, 2014","22,323 likes",0:20,"1,739",youtube.com/watch?v=W-QoakKxTjg
732,Google Nexus 6 Unboxing + Hands On!,"1,010,613 views","Nov 4, 2014","48,399 likes",0:20,"5,266",youtube.com/watch?v=7h-R73VTXXQ
733,GoPro Hero 4: Being a Dog in 4K!,"803,233 views","Nov 1, 2014","21,653 likes",0:20,"2,461",youtube.com/watch?v=YyrUBJQmUGs
734,Android 5.0 Lollipop Feature Review!,"3,000,491 views","Oct 27, 2014","69,375 likes",0:20,"5,437",youtube.com/watch?v=pEDQ1z1-PvU
735,Samsung Galaxy Note 4 Review!,"3,298,733 views","Oct 24, 2014","66,375 likes",0:20,"6,142",youtube.com/watch?v=hoQKLOrAU4E
736,Apple iPhone 6+ Review!,"2,410,439 views","Oct 20, 2014","42,542 likes",0:20,"4,482",youtube.com/watch?v=Wwp9eaVVW_8
737,Sharp Aquos Crystal - Bezelless Smartphone!,"2,149,036 views","Oct 17, 2014","37,688 likes",0:20,"3,543",youtube.com/watch?v=opVgMDtBecA
738,Nexus 6 & Nexus 9 Impressions!,"1,159,758 views","Oct 15, 2014","48,472 likes",0:20,"3,840",youtube.com/watch?v=iTLp2F4dm4I
739,Apple iPhone 6 Review!,"7,465,056 views","Oct 9, 2014","78,491 likes",0:20,"10,030",youtube.com/watch?v=61TAqY03xwk
740,Nexus 6 (Shamu) Thoughts!,"737,748 views","Oct 5, 2014","20,411 likes",0:20,"2,800",youtube.com/watch?v=wspZXjeWWq4
741,Samsung Galaxy Alpha Review!,"1,708,484 views","Oct 1, 2014","22,712 likes",0:20,"2,622",youtube.com/watch?v=SlTvgY9PeCQ
742,MKBHD Update 10.2!,"840,538 views","Sep 26, 2014","45,890 likes",0:20,"6,422",youtube.com/watch?v=3kYDVzwcwcg
743,iPhone 6 Plus #BendGate: Explained!,"2,419,465 views","Sep 24, 2014","48,582 likes",0:20,"5,123",youtube.com/watch?v=s3QcOSyD38M
744,iPhone 6 Impressions!,"3,447,034 views","Sep 19, 2014","39,441 likes",0:20,"5,201",youtube.com/watch?v=XSf33i8njNU
745,Moto X (2014) Review!,"1,802,684 views","Sep 18, 2014","47,355 likes",0:20,"3,057",youtube.com/watch?v=BK3YvlOFRTg
746,Moto 360 Review!,"2,282,929 views","Sep 15, 2014","51,667 likes",0:20,"3,085",youtube.com/watch?v=X8DOUSGGw10
747,Apple Watch Impressions!,"3,019,212 views","Sep 10, 2014","68,669 likes",0:20,"5,805",youtube.com/watch?v=nxM-rac7vb4
748,Samsung Galaxy Note Edge Impressions!,"5,598,716 views","Sep 3, 2014","44,701 likes",0:20,"6,548",youtube.com/watch?v=uALVIcQXH4Q
749,Samsung Galaxy Note 4 Impressions!,"2,263,897 views","Sep 3, 2014","36,242 likes",0:20,"3,338",youtube.com/watch?v=8tU-0Uxz6jw
750,The Truth About Beats by Dre!,"9,692,005 views","Aug 30, 2014","212,825 likes",0:20,"23,790",youtube.com/watch?v=ZsxQxS0AdBY
751,What's on my Tech: 2014! (Back to School),"949,621 views","Aug 23, 2014","24,873 likes",0:20,"2,252",youtube.com/watch?v=EC00YntB7LQ
752,NVIDIA Shield Tablet Review!,"1,204,631 views","Aug 21, 2014","23,437 likes",0:20,"2,015",youtube.com/watch?v=PNp2IjVv3HI
753,Sony RX100 MKIII Review!,"1,066,778 views","Aug 16, 2014","28,015 likes",0:20,"1,868",youtube.com/watch?v=9HtGhNUtW-E
754,Prime Phones: Explained!,"671,880 views","Aug 8, 2014","24,269 likes",0:20,"1,382",youtube.com/watch?v=sFGEBTdK2Z0
755,Android Wear Review! (Smartwatches),"1,009,087 views","Aug 4, 2014","23,111 likes",0:20,"1,641",youtube.com/watch?v=2z9uOm-Ydrk
756,Nexus 6 & Nexus 9 Wishlist!,"606,240 views","Aug 3, 2014","24,430 likes",0:20,"2,431",youtube.com/watch?v=RUC_F0OQdDg
757,OnePlus One: Revisited!,"1,129,279 views","Jul 26, 2014","21,480 likes",0:20,"2,858",youtube.com/watch?v=5BRVHKG_hpU
758,Ask MKBHD V3!,"397,633 views","Jul 24, 2014","28,395 likes",0:20,"3,539",youtube.com/watch?v=hgj1x0ecJMo
759,iPhone 6 Sapphire: Explained!,"3,197,289 views","Jul 18, 2014","37,981 likes",0:20,"3,690",youtube.com/watch?v=b7ANcWQEUI8
760,iPhone 6 Sapphire Crystal Display!,"9,208,526 views","Jul 7, 2014","60,930 likes",0:20,"7,463",youtube.com/watch?v=5R0_FJ4r73s
761,MKBHD Edition Macbook Pro! (Colorware Custom),"1,250,225 views","Jul 4, 2014","35,531 likes",5:32,"2,803",youtube.com/watch?v=W8BfirN9z94
762,LG G3 Mass Giveaway! [CLOSED],"505,282 views","Jul 2, 2014","43,824 likes",2:53,Turned off,youtube.com/watch?v=TmikWdsrz_U
763,Top 5 Best Android L Features!,"1,464,554 views","Jun 28, 2014","40,540 likes",0:20,"3,970",youtube.com/watch?v=y9ue7TNpxS0
764,Moto 360 Impressions!,"1,011,723 views","Jun 26, 2014","20,136 likes",0:20,"1,627",youtube.com/watch?v=U13DF7R-iuw
765,LG G Watch Hands-on Impressions!,"394,284 views","Jun 25, 2014","10,696 likes",0:20,569,youtube.com/watch?v=yBWNZTYPbzA
766,Amazon Fire Phone: Explained!,"1,328,075 views","Jun 19, 2014","27,313 likes",0:20,"2,578",youtube.com/watch?v=6trOg2IK2Zg
767,LG G3 Review!,"2,813,513 views","Jun 18, 2014","33,493 likes",0:20,"5,452",youtube.com/watch?v=7QH1qFd24bY
768,Samsung Galaxy Note 4 Hype!,"725,930 views","Jun 10, 2014","16,403 likes",0:20,"1,806",youtube.com/watch?v=BOOa1wZhkzY
769,LG G3 QHD Display Review!,"869,132 views","Jun 6, 2014","20,369 likes",0:20,"1,941",youtube.com/watch?v=yAyR_YHEZ_c
770,iOS 8 Features & Impressions!,"1,220,100 views","Jun 4, 2014","30,902 likes",0:20,"4,140",youtube.com/watch?v=lXPvnhNcMs0
771,The Problem with Phone Cases!,"2,057,311 views","Jun 1, 2014","44,323 likes",0:20,"9,983",youtube.com/watch?v=Btr8uOU0BkI
772,MKBHD Setup Tour 2014!,"1,526,173 views","May 31, 2014","33,621 likes",0:20,"4,421",youtube.com/watch?v=Ij9njxJUyUQ
773,LG G3 Impressions!,"1,314,909 views","May 27, 2014","24,744 likes",0:20,"2,588",youtube.com/watch?v=d6605kiXmm8
774,The iPhone 6 Model!,"7,618,956 views","May 25, 2014","44,411 likes",0:20,"8,248",youtube.com/watch?v=AVpfhoi_uOM
775,Curved TVs: Explained!,"3,674,138 views","May 23, 2014","35,518 likes",5:03,"3,142",youtube.com/watch?v=2XvDb37qIdg
776,OnePlus One Review!,"3,274,177 views","May 19, 2014","63,677 likes",0:20,"7,499",youtube.com/watch?v=FrgGHAab9D8
777,Ask MKBHD V2!,"318,857 views","May 14, 2014","15,121 likes",0:20,"1,558",youtube.com/watch?v=NH_7FqSuxkU
778,Top 5 OnePlus One Features! (Cyanogenmod 11S),"926,568 views","May 6, 2014","25,541 likes",0:20,"1,998",youtube.com/watch?v=EcMBuRX-EdU
779,Top 5 Tesla Model S Features!,"1,497,006 views","May 2, 2014","43,863 likes",0:20,"4,011",youtube.com/watch?v=c4zAPmQZmYA
780,Giveaway: MKBHD Edition Nexus 5! [CLOSED],"482,597 views","Apr 28, 2014","34,357 likes",0:20,Turned off,youtube.com/watch?v=R7siKvpvuCM
781,OnePlus One Impressions!,"579,489 views","Apr 24, 2014","19,951 likes",0:20,"2,305",youtube.com/watch?v=jzezFz6CMqg
782,HTC One M8 Google Play Edition Review!,"787,211 views","Apr 20, 2014","19,865 likes",0:20,"1,589",youtube.com/watch?v=Ew5ZzloH4Mg
783,Oppo Find 7a Review!,"703,783 views","Apr 19, 2014","21,486 likes",0:20,"1,382",youtube.com/watch?v=QahWCPNALDA
784,Samsung Galaxy S5 Review!,"2,008,862 views","Apr 16, 2014","31,281 likes",0:20,"5,275",youtube.com/watch?v=z8gOX35dAfc
785,HTC One M8 Review!,"3,629,427 views","Apr 9, 2014","49,889 likes",0:20,"5,942",youtube.com/watch?v=pwsPZi_JRrA
786,The Setup Tour Project 2014!,"1,207,190 views","Apr 6, 2014","24,071 likes",0:20,"3,628",youtube.com/watch?v=pmnLca3FneU
787,HTC One M8 Dot View Case!,"2,149,547 views","Mar 26, 2014","33,824 likes",0:20,"2,912",youtube.com/watch?v=d7n34bkF-Ew
788,HTC One M8 Impressions!,"1,148,916 views","Mar 25, 2014","28,694 likes",0:20,"2,783",youtube.com/watch?v=zSlt_2X8sPw
789,Android Wear: State of Wearable Tech!,"418,776 views","Mar 19, 2014","17,752 likes",0:20,"1,466",youtube.com/watch?v=pZiKLNnanWs
790,Ask MKBHD V1!,"458,015 views","Mar 16, 2014","16,634 likes",0:20,"2,180",youtube.com/watch?v=VQW48jzIcjk
791,Top 5 Upcoming Smartphones! (Early 2014),"847,835 views","Mar 3, 2014","27,397 likes",0:20,"3,686",youtube.com/watch?v=D0mCG1BeZCo
792,The State of 4K: Early 2014!,"683,666 views","Feb 28, 2014","23,501 likes",0:20,"2,644",youtube.com/watch?v=paENIboxKGI
793,Samsung Galaxy S5 Impressions!,"3,573,262 views","Feb 24, 2014","55,067 likes",0:20,"4,677",youtube.com/watch?v=lvNrGxpS2jY
794,MKBHD Update 10.1!,"336,416 views","Feb 23, 2014","16,975 likes",0:20,"1,163",youtube.com/watch?v=fbwEaql90Ac
795,New Mac Pro Review!,"1,849,226 views","Feb 20, 2014","28,803 likes",0:20,"3,275",youtube.com/watch?v=RwnSX-3ncSA
796,Audio Technica ATH-M50X Review!,"2,335,199 views","Feb 15, 2014","42,991 likes",0:20,"4,570",youtube.com/watch?v=y5DyEYuvF3o
797,"1,000,000!","498,213 views","Feb 12, 2014","44,365 likes",0:20,"5,828",youtube.com/watch?v=fKDuVDZqQ1c
798,HTC M8: What to Expect!,"443,219 views","Feb 8, 2014","13,718 likes",0:20,989,youtube.com/watch?v=r5TvTH3GOdc
799,Samsung Galaxy S5: What to Expect!,"352,988 views","Feb 8, 2014","12,206 likes",0:20,988,youtube.com/watch?v=8QF3qJ0U5K0
800,Bright Red Google Nexus 5!,"342,035 views","Feb 6, 2014","11,489 likes",0:20,"1,491",youtube.com/watch?v=qauddPrHLqU
801,Google Sells Motorola: Explained!,"745,519 views","Jan 31, 2014","24,236 likes",0:20,"1,782",youtube.com/watch?v=KBXTLLFgDeo
802,Setup Tour Project 2014!,"339,547 views","Jan 29, 2014","12,012 likes",0:20,724,youtube.com/watch?v=EtKa0ORwaU0
803,Top 5 Wearable Tech! (Early 2014),"749,395 views","Jan 25, 2014","16,769 likes",0:20,"1,409",youtube.com/watch?v=dYzlWWa8dCU
804,New Mac Pro Performance Review!,"607,235 views","Jan 21, 2014","13,346 likes",0:20,"1,152",youtube.com/watch?v=MVyA-T2lNNk
805,Samsung Galaxy Note 3: Revisited!,"662,268 views","Jan 18, 2014","13,673 likes",0:20,"1,443",youtube.com/watch?v=_ibTYAxssQw
806,New Mac Pro Unboxing & Impressions!,"695,875 views","Jan 13, 2014","18,563 likes",0:20,"3,063",youtube.com/watch?v=szd7M-Qi1MI
807,Best Cars of CES 2014!,"544,164 views","Jan 11, 2014","11,261 likes",0:20,"1,580",youtube.com/watch?v=tYGg1fIfuOY
808,Samsung Galaxy NotePro & TabPro at CES 2014!,"291,879 views","Jan 10, 2014","9,139 likes",0:20,613,youtube.com/watch?v=BldsuTqsI1g
809,Tesla Model S at CES 2014!,"202,247 views","Jan 9, 2014","8,565 likes",0:20,682,youtube.com/watch?v=YGziBcgP93Y
810,Sony Xperia Z1S & Z1 Compact at CES 2014!,"233,312 views","Jan 9, 2014","6,859 likes",0:20,320,youtube.com/watch?v=M8rSmmLNYUc
811,4K Cameras at CES 2014!,"349,937 views","Jan 8, 2014","9,746 likes",0:20,720,youtube.com/watch?v=L6RW1KaNuL0
812,CES 2014 Gear Bag Tour!,"384,870 views","Jan 7, 2014","13,531 likes",0:20,"1,337",youtube.com/watch?v=dYmHFsH6E7g
813,MKBHD Update 10.0! (CES 2014),"267,829 views","Jan 4, 2014","13,138 likes",0:20,"1,160",youtube.com/watch?v=8L7d6_ZzyoU
814,Top 5 Tablets (Early 2014) Collab!,"765,041 views","Jan 3, 2014","18,054 likes",0:20,"2,814",youtube.com/watch?v=Rrm4isCQDkQ
815,Nexus 5: Revisited! (What's on my Phone),"852,002 views","Dec 24, 2013","17,091 likes",0:20,"1,507",youtube.com/watch?v=8f7mFHYjBG0
816,Top 5 Smartphones of 2013!,"739,086 views","Dec 21, 2013","19,881 likes",0:20,"4,480",youtube.com/watch?v=BZjIsZwgKfo
817,Oppo Find 7 Rant!,"358,916 views","Dec 19, 2013","15,101 likes",0:20,"1,734",youtube.com/watch?v=E0_JrUNevdc
818,Nokia Lumia 1520 Review!,"1,926,802 views","Dec 17, 2013","26,497 likes",0:20,"2,877",youtube.com/watch?v=lVPAfntOfmc
819,Google Play Editions: Explained!,"498,268 views","Dec 12, 2013","19,502 likes",0:20,"2,603",youtube.com/watch?v=tTfaaqXYXxQ
820,Motorola Moto G Review!,"2,614,088 views","Dec 8, 2013","25,654 likes",0:20,"3,187",youtube.com/watch?v=KFD0Nm2dOHw
821,,,,,,,youtube.com/watch?v=kpqBNn_BfKE
822,Oppo N1 Review! (Cyanogenmod Phone),"2,619,604 views","Dec 5, 2013","37,129 likes",0:20,"2,446",youtube.com/watch?v=3GrIWdORHvc
823,Google Nexus 5 vs Moto X! ($350),"661,351 views","Nov 27, 2013","13,269 likes",0:20,"1,744",youtube.com/watch?v=pMFLeoDx6J4
824,Sony PS4 vs XBox One Impressions!,"2,162,204 views","Nov 25, 2013","44,773 likes",0:20,"9,315",youtube.com/watch?v=3AbWtn1ixVk
825,LG G Flex Self Healing Demo!,"8,099,373 views","Nov 18, 2013","105,866 likes",0:20,"5,486",youtube.com/watch?v=Z-W66HINFLg
826,Samsung Galaxy Round Review!,"1,311,121 views","Nov 16, 2013","33,850 likes",0:20,"3,652",youtube.com/watch?v=tTxhneVcmEo
827,Apple iPad Air Review!,"1,971,511 views","Nov 13, 2013","36,192 likes",0:20,"3,143",youtube.com/watch?v=Hr8E-_yU2YA
828,Google Nexus 5 Review!,"2,641,271 views","Nov 8, 2013","48,034 likes",0:20,"5,302",youtube.com/watch?v=1dg2UIzIt4s
829,Google Nexus 5: Black vs White!,"541,552 views","Nov 4, 2013","15,555 likes",0:20,"1,904",youtube.com/watch?v=RBCaAq_pKjY
830,How Google Now is Taking Over!,"562,225 views","Nov 2, 2013","17,149 likes",0:20,"2,358",youtube.com/watch?v=1JEXDBWehvI
831,Top 5 Android 4.4 Kitkat Features!,"1,925,861 views","Oct 31, 2013","37,701 likes",0:20,"4,659",youtube.com/watch?v=f7TD3Z03l2I
832,Motorola Ara Impressions!,"1,095,587 views","Oct 29, 2013","23,905 likes",0:20,"3,019",youtube.com/watch?v=skXwTxo0Bo0
833,Samsung Galaxy Gear Review!,"1,208,374 views","Oct 24, 2013","23,414 likes",0:20,"3,040",youtube.com/watch?v=P4Hbn6xcD9M
834,Sony Xperia Z1 Review!,"1,104,579 views","Oct 21, 2013","14,147 likes",0:20,"2,388",youtube.com/watch?v=hUgOgMCKXqs
835,Curved Display Smartphones: Explained!,"620,722 views","Oct 19, 2013","21,553 likes",0:20,"2,288",youtube.com/watch?v=z6dkNLn9br0
836,Top 5  Best Smartphone Cameras!,"2,076,509 views","Oct 15, 2013","28,252 likes",0:20,"4,948",youtube.com/watch?v=OMb-jXlkNwY
837,Apple iPhone 5s Review!,"9,971,750 views","Oct 11, 2013","138,077 likes",0:20,"20,038",youtube.com/watch?v=uBEaG6n0XDs
838,Google Nexus 5: What to Expect!,"318,357 views","Oct 7, 2013","10,415 likes",0:20,"1,728",youtube.com/watch?v=F0zhwl8454Y
839,Samsung Galaxy Note 3 Review!,"3,994,490 views","Oct 2, 2013","84,501 likes",0:20,"9,631",youtube.com/watch?v=9NSBB-kFDGQ
840,Samsung Galaxy Note 3 Sizeup!,"258,575 views","Sep 25, 2013","13,675 likes",0:20,"1,329",youtube.com/watch?v=PYJAiY6zuMo
841,LG G2 Review!,"2,628,893 views","Sep 23, 2013","31,306 likes",0:20,"3,841",youtube.com/watch?v=WBeFfWUdseI
842,The New Cyanogenmod!,"1,001,172 views","Sep 18, 2013","23,199 likes",0:20,"3,691",youtube.com/watch?v=uQyRDqnr0FM
843,Phonebloks: Explained!,"1,247,251 views","Sep 13, 2013","25,556 likes",0:20,"2,254",youtube.com/watch?v=IovZRv8toDM
844,Samsung Galaxy Note 3 Impressions!,"361,528 views","Sep 9, 2013","9,833 likes",0:20,"1,290",youtube.com/watch?v=6Smu8YbwZ9Q
845,Sony RX100 M2 Review!,"426,328 views","Sep 6, 2013","11,614 likes",0:20,"1,719",youtube.com/watch?v=fsOxwsFF50c
846,Google Glass Explorer Edition: Explained!,"6,175,857 views","Aug 30, 2013","87,828 likes",0:20,"14,854",youtube.com/watch?v=elXk87IKgCo
847,5 Moto X Tips & Tricks!,"473,771 views","Aug 23, 2013","9,596 likes",0:20,"1,454",youtube.com/watch?v=8yKXTr7KB40
848,Nokia Lumia 1020 Review!,"3,067,537 views","Aug 20, 2013","55,797 likes",0:20,"8,478",youtube.com/watch?v=Fi1JUykQBKw
849,Top 5 Best Headphones Under $200!,"4,693,725 views","Aug 16, 2013","61,233 likes",0:20,"7,999",youtube.com/watch?v=lEjwyYOFwZg
850,The Perfect Smartphone! (2013),"857,218 views","Aug 13, 2013","18,070 likes",0:20,"4,612",youtube.com/watch?v=h3wKBfAIdzE
851,Motorola Moto X Review!,"2,005,029 views","Aug 9, 2013","34,406 likes",0:20,"4,855",youtube.com/watch?v=CJTlB_S7ct0
852,Nexus 7 (2013) Review!,"1,070,997 views","Aug 6, 2013","29,939 likes",0:20,"3,181",youtube.com/watch?v=wEpMtf6nJco
853,Moto X Features: Explained!,"699,271 views","Aug 2, 2013","29,443 likes",0:20,"3,447",youtube.com/watch?v=3ZX8graseUQ
854,Top 5 Android 4.3 Features!,"540,111 views","Jul 31, 2013","20,250 likes",0:20,"1,571",youtube.com/watch?v=wwXA27TWD3k
855,Google Chromecast Review!,"3,872,799 views","Jul 29, 2013","26,961 likes",0:20,"2,731",youtube.com/watch?v=TK4u6wm-HIk
856,Ubuntu Edge: Explained!,"371,529 views","Jul 26, 2013","11,360 likes",0:20,"1,609",youtube.com/watch?v=nei16gkVxpg
857,Samsung Galaxy Note 3 Hype!,"707,257 views","Jul 22, 2013","13,192 likes",0:20,"4,153",youtube.com/watch?v=YmuOwOb35qs
858,Giveaway: Google Edition HTC One or Galaxy S4!,"143,643 views","Jul 18, 2013","14,832 likes",0:20,Turned off,youtube.com/watch?v=TTWJq2MpCx4
859,Google Edition HTC One Review!,"312,143 views","Jul 14, 2013","8,479 likes",0:20,"1,450",youtube.com/watch?v=fNt-QXLp6YI
860,Nokia Lumia 925 Review!,"733,630 views","Jul 10, 2013","14,627 likes",0:20,"2,007",youtube.com/watch?v=CntfUc_Sd1c
861,Top 5 Fastest Discontinued Tech Products!,"2,621,071 views","Jul 4, 2013","43,719 likes",0:20,"5,291",youtube.com/watch?v=tC1LxFS5uA4
862,MKBHD Update 9.0!,"206,388 views","Jul 1, 2013","8,269 likes",0:20,"2,034",youtube.com/watch?v=saoiKoNvnn8
863,"13"" Macbook Air 2013 Review!","972,280 views","Jun 25, 2013","12,622 likes",0:20,"2,268",youtube.com/watch?v=epLszn-rnpA
864,Samsung Galaxy Mega Review!,"1,169,570 views","Jun 22, 2013","23,416 likes",0:20,"3,571",youtube.com/watch?v=zb5Wp_i8oQo
865,5 True Facts about Google X!,"498,657 views","Jun 18, 2013","16,517 likes",0:20,"1,640",youtube.com/watch?v=4i3oKEg6o9g
866,Where iOS 7 Features Come From!,"1,204,721 views","Jun 13, 2013","50,141 likes",0:20,"7,087",youtube.com/watch?v=QrM25jqhXdA
